review,sentiment
You know when I pin the presenter I want to see the full screen. Why have you removed that? Make an improvement asap. I always prefer meet but if this continues I'll have to shift to zoom.,0
"Although the audio and video were sometimes rather faulty, most of the ideas relayed were understood.",2
It is good but it have soo many network problem,2
Good,0
"Good experience using the app, BUT I have to wonder why it requires some of the permissions it does, and since I can't turn them off, I will be removing the app as soon as I'm done with the meetings I have to attend.",0
Good,1
Quality poor,0
Thanks for support,2
worst app ever not downloding for a week for one day I'm having 4gb internet but it is not downloding except this 1gb app i1s also downloding very fast,0
Good,0
Simple n effective,2
Worst app...I. Hv ever seen... Damage the phone....,0
The experience was wonderful! I would recommend this app for any conference calls or meetings!,2
"Invaluable tool for communication both in the office, working remotely, and while on the go via mobile. Our whole MSP has adopted and our clients are too.",2
Nice,1
Amazing,2
Very bad Worst,0
nice work app,2
Good,2
Nice,2
Nice😄,2
"Normally use Zoom but on occasion have had to meetings on this platform. Nice, clean, and easy to use. Intersted in other features and collaborative platforms.",2
Ahir,0
Excellent app for teacher working in govt schools,2
Couldn't make it full screen,1
Very good app,2
Slight connection issues,2
Great,2
This app is beyond imagination and the price is affordable.,2
The app is good,0
It will be in view mode with speaker on the but the mic is set to phone so no one can hear me and they say I'm way too soft. You need to have mic pick up like speakerphone mode when you're viewing the screen and the speaker is on. Obviously. Frustrating glitch.,1
"In my experience Teams is quick, convenient, and a little fun! It gets to the point quickly, it gets my messaging out every time as I need it. It can be less formal with the messaging when I want it to be, so that's where the fun side comes in. I'm able to update people get updates and move along with my day. So that is where the professional side kicks in so we'll.",2
"I'm currently in a team call, we are facing a lag issue. Trainer is presenting some slide number suppose 5 and we are able to see the slide number 3 on our screen. This is an issue with most of issue. After rejoining also, we are facing the issue of lag and screen is taking so much time to load. After some time screen is getting freezed. Hello support team, could you please look into it. I intentionally don't want to review bad. Please consider. Waiting for your response.",1
LOVKUSH KUMAR ludiana SARMA up,2
بسیار عا لی,2
This is a nice app but after some time it will say to update and when we didn't won't work 😑 I don't know if the same thing happened,1
Good,2
#4200Gujarat,0
Better,2
"It is a very nice app ....I'm using this app from 3 years for attending school classes , but there is one problem ... when I join the online class on this app and turn on my video..... then if I go to another app my video gets off..... So ,what to do now ... I have given four stars ...so that this problem will be improved .... By the way this is mind-blowing app .... It's functions are amazing ..... Superb app .....but please solve my problem",2
All I can say webex meetings app saved my life if it was not for the very very fast response time and very clear video quality a great feature that automatically connect me to my meetings within an instant my receivable of Link. I would be in a most certainly difficult position...so for that I thank you Webex Meetings app P.S I highly recommend this app,2
